Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Measurables,Migration Difficulty
Yao Ming,mingya01,NBA,2006-07,Asia,China,Shanghai,67,,,,87.0
José Calderón,caldejo01,NBA,2012-13,Europe,Spain,Villanueva de la Serena,17,,,,22.0
Vlade Divac,divacvl01,NBA,2000-01,Europe,Serbia,Prijepolje,67,,,,69.0
Wally Szczerbiak,szczewa02,NBA,2000-01,Europe,Spain,Madrid,17,,,,22.0
Kyrie Irving,irvinky01,NBA,2020-21,Oceania,Australia,Melbourne,67,,,,15.0
Mehmet Okur,okurme01,NBA,2008-09,Asia,Türkiye,Yalova,17,,,,70.0
Vlade Divac,divacvl01,NBA,1993-94,Europe,Serbia,Prijepolje,17,,,,69.0
Tim Duncan,duncati01,NBA,2013-14,North America,United States Virgin Islands,St. Croix,17,,,,3.0
Al Horford,horfoal01,NBA,2018-19,North America,Dominican Republic,Puerto Plata,17,,,,17.0
Shawn Bradley,bradlsh01,NBA,2002-03,Europe,Germany,Landstuhl,17,,,,37.0
Andrei Kirilenko,kirilan01,NBA,2001-02,Europe,Russia,Izhevsk,17,,,,70.0
Hedo Türkoğlu,turkohe01,NBA,2008-09,Asia,Türkiye,Istanbul,17,,,,70.0
Vlade Divac,divacvl01,NBA,2001-02,Europe,Serbia,Prijepolje,17,,,,69.0
Marcin Gortat,gortama01,NBA,2015-16,Europe,Poland,Lodz,17,,,,68.0
Vlade Divac,divacvl01,NBA,1996-97,Europe,Serbia,Prijepolje,17,,,,69.0
Jonas Valančiūnas,valanjo01,NBA,2021-22,Europe,Lithuania,Utena,17,,,,68.0
Rolando Blackman,blackro01,NBA,1984-85,North America,Panama,Panama City,67,,,,19.0
Tristan Thompson,thomptr01,NBA,2016-17,North America,Canada,Toronto,17,,,,0.0
Wally Szczerbiak,szczewa02,NBA,2004-05,Europe,Spain,Madrid,17,,,,22.0
Steve Nash,nashst01,NBA,2008-09,Africa,South Africa,Johannesburg,17,,,,16.0
Peja Stojaković,stojape01,NBA,2004-05,Europe,Croatia,Slavonska Pozega,17,,,,68.0
Deandre Ayton,aytonde01,NBA,2021-22,North America,Bahamas,Nassau,17,,,,2.0
Danilo Gallinari,gallida01,NBA,2012-13,Europe,Italy,Sant'Angelo Lodigiano,17,,,,23.0
Clint Capela,capelca01,NBA,2022-23,Europe,Switzerland,Geneva,17,,,,37.0
Rik Smits,smitsri01,NBA,1994-95,Europe,Netherlands,Eindhoven,17,,,,22.0
Rasho Nesterović,nestera01,NBA,2003-04,Europe,Slovenia,Ljubljana,17,,,,68.0
Dirk Nowitzki,nowitdi01,NBA,2014-15,Europe,Germany,Wurzburg,67,,,,37.0
Ivica Zubac,zubaciv01,NBA,2021-22,Europe,Bosnia and Herzegovina,Mostar,17,,,,68.0
Vlade Divac,divacvl01,NBA,1999-00,Europe,Serbia,Prijepolje,17,,,,69.0
Beno Udrih,udrihbe01,NBA,2010-11,Europe,Slovenia,Celje,17,,,,68.0
Arvydas Sabonis,sabonar01,NBA,1999-00,Europe,Lithuania,Kaunas,17,,,,68.0
Andrei Kirilenko,kirilan01,NBA,2007-08,Europe,Russia,Izhevsk,17,,,,70.0
Pau Gasol,gasolpa01,NBA,2015-16,Europe,Spain,Barcelona,67,,,,22.0
Giannis Antetokounmpo,antetgi01,NBA,2015-16,Europe,Greece,Athens,17,,,,69.0
Jonas Valančiūnas,valanjo01,NBA,2023-24,Europe,Lithuania,Utena,17,,,,68.0
Tony Parker,parketo01,NBA,2011-12,Europe,Belgium,Bruges,67,,,,22.0
Ernie Vandeweghe,vandeer01,NBA,1952-53,North America,Canada,Montreal,17,,,,0.0
Mehmet Okur,okurme01,NBA,2004-05,Asia,Türkiye,Yalova,17,,,,70.0
Rolando Blackman,blackro01,NBA,1985-86,North America,Panama,Panama City,67,,,,19.0
Tony Parker,parketo01,NBA,2007-08,Europe,Belgium,Bruges,17,,,,22.0
Nikola Vučević,vucevni01,NBA,2014-15,Europe,Switzerland,Morges,17,,,,37.0
Joe Ingles,inglejo01,NBA,2020-21,Oceania,Australia,Adelaide,17,,,,16.0
Vlade Divac,divacvl01,NBA,2002-03,Europe,Serbia,Prijepolje,17,,,,69.0
Toni Kukoč,kukocto01,NBA,1997-98,Europe,Croatia,Split,17,,,,68.0
Jonas Valančiūnas,valanjo01,NBA,2019-20,Europe,Lithuania,Utena,17,,,,68.0
Dominique Wilkins,wilkido01,NBA,1983-84,Europe,France,Paris,17,,,,22.0
Alperen Sengun,sengual01,NBA,2023-24,Asia,Türkiye,Giresun,17,,,,70.0
Samuel Dalembert,dalemsa01,NBA,2003-04,North America,Haiti,Port-Au-Prince,17,,,,78.0
Ben Simmons,simmobe01,NBA,2019-20,Oceania,Australia,Melbourne,67,,,,15.0
Kyrie Irving,irvinky01,NBA,2023-24,Oceania,Australia,Melbourne,17,,,,15.0
Ivica Zubac,zubaciv01,NBA,2020-21,Europe,Bosnia and Herzegovina,Mostar,17,,,,68.0
Pau Gasol,gasolpa01,NBA,2006-07,Europe,Spain,Barcelona,17,,,,22.0
Jakob Poeltl,poeltja01,NBA,2021-22,Europe,Austria,Vienna,17,,,,38.0
Mychal Thompson,thompmy01,NBA,1983-84,North America,Bahamas,Nassau,17,,,,2.0
Pascal Siakam,siakapa01,NBA,2023-24,Africa,Cameroon,Douala,17,,,,11.0
Ben Gordon,gordobe01,NBA,2008-09,Europe,United Kingdom,London,17,,,,6.0
Swen Nater,natersw01,NBA,1976-77,Europe,Netherlands,Den Helder,17,,,,22.0
Samuel Dalembert,dalemsa01,NBA,2007-08,North America,Haiti,Port-Au-Prince,17,,,,78.0
Reggie Jackson,jacksre01,NBA,2015-16,Europe,Italy,Pordenone,17,,,,23.0
Bob Houbregs,houbrbo01,NBA,1955-56,North America,Canada,Vancouver,17,,,,1.0
Toni Kukoč,kukocto01,NBA,1996-97,Europe,Croatia,Split,17,,,,68.0
Jonas Valančiūnas,valanjo01,NBA,2015-16,Europe,Lithuania,Utena,17,,,,68.0
Hedo Türkoğlu,turkohe01,NBA,2010-11,Asia,Türkiye,Istanbul,16,,,,70.0
Pau Gasol,gasolpa01,NBA,2004-05,Europe,Spain,Barcelona,16,,,,22.0
Danilo Gallinari,gallida01,NBA,2016-17,Europe,Italy,Sant'Angelo Lodigiano,16,,,,23.0
Rony Seikaly,seikaro01,NBA,1996-97,Asia,Lebanon,Beirut,16,,,,86.0
Swen Nater,natersw01,NBA,1979-80,Europe,Netherlands,Den Helder,16,,,,22.0
Steven Adams,adamsst01,NBA,2021-22,Oceania,New Zealand,Rotorua,16,,,,13.0
Goran Dragić,dragigo01,NBA,2014-15,Europe,Slovenia,Ljubljana,16,,,,68.0
Ivica Zubac,zubaciv01,NBA,2023-24,Europe,Bosnia and Herzegovina,Mostar,16,,,,68.0
Thabo Sefolosha,sefolth01,NBA,2012-13,Europe,Switzerland,Vevey,16,,,,37.0
Dirk Nowitzki,nowitdi01,NBA,2015-16,Europe,Germany,Wurzburg,16,,,,37.0
Rolando Blackman,blackro01,NBA,1989-90,North America,Panama,Panama City,66,,,,19.0
Marcin Gortat,gortama01,NBA,2016-17,Europe,Poland,Lodz,16,,,,68.0
Raja Bell,bellra01,NBA,2005-06,North America,United States Virgin Islands,St. Croix,16,,,,3.0
Tristan Thompson,thomptr01,NBA,2014-15,North America,Canada,Toronto,16,,,,0.0
Rolando Blackman,blackro01,NBA,1987-88,North America,Panama,Panama City,16,,,,19.0
Swen Nater,natersw01,NBA,1977-78,Europe,Netherlands,Den Helder,16,,,,22.0
Bojan Bogdanović,bogdabo02,NBA,2018-19,Europe,Bosnia and Herzegovina,Mostar,16,,,,68.0
Al Horford,horfoal01,NBA,2008-09,North America,Dominican Republic,Puerto Plata,16,,,,17.0
Patrick Ewing,ewingpa01,NBA,1995-96,North America,Jamaica,Kingston,66,,,,3.0
Jamaal Magloire,magloja01,NBA,2002-03,North America,Canada,Toronto,16,,,,0.0
Andris Biedriņš,biedran01,NBA,2006-07,Europe,Latvia,Riga,16,,,,68.0
Ivica Zubac,zubaciv01,NBA,2022-23,Europe,Bosnia and Herzegovina,Mostar,16,,,,68.0
Andrés Nocioni,nocioan01,NBA,2005-06,South America,Argentina,Santa Fe,16,,,,24.0
Mehmet Okur,okurme01,NBA,2007-08,Asia,Türkiye,Yalova,16,,,,70.0
Jonas Valančiūnas,valanjo01,NBA,2013-14,Europe,Lithuania,Utena,16,,,,68.0
Rony Seikaly,seikaro01,NBA,1993-94,Asia,Lebanon,Beirut,16,,,,86.0
Ersan İlyasova,ilyaser01,NBA,2012-13,Asia,Türkiye,Eskisehir,16,,,,70.0
Olden Polynice,polynol01,NBA,1994-95,North America,Haiti,Port-au-Prince,16,,,,78.0
Hedo Türkoğlu,turkohe01,NBA,2003-04,Asia,Türkiye,Istanbul,16,,,,70.0
Kyrie Irving,irvinky01,NBA,2013-14,Oceania,Australia,Melbourne,66,,,,15.0
Nikola Peković,pekovni01,NBA,2012-13,Europe,Montenegro,Bijelo Polje,16,,,,84.0
Nikola Jokić,jokicni01,NBA,2015-16,Europe,Serbia,Sombor,16,,,,68.0
Ivica Zubac,zubaciv01,NBA,2019-20,Europe,Bosnia and Herzegovina,Mostar,16,,,,68.0
Dwight Powell,poweldw01,NBA,2017-18,North America,Canada,Toronto,16,,,,0.0
Nicolas Batum,batumni01,NBA,2010-11,Europe,France,Lisieux,16,,,,22.0
Anderson Varejão,varejan01,NBA,2006-07,South America,Brazil,Santa Teresa,16,,,,24.0
Dario Šarić,saricda01,NBA,2017-18,Europe,Croatia,Sibenik,16,,,,68.0
Zydrunas Ilgauskas,ilgauzy01,NBA,2006-07,Europe,Lithuania,Kaunas,16,,,,68.0
Rik Smits,smitsri01,NBA,1989-90,Europe,Netherlands,Eindhoven,16,,,,22.0
Daniel Theis,theisda01,NBA,2019-20,Europe,Germany,Salzgitter,16,,,,37.0
Steven Adams,adamsst01,NBA,2015-16,Oceania,New Zealand,Rotorua,16,,,,13.0
Luol Deng,denglu01,NBA,2005-06,Africa,South Sudan,Wau,16,,,,13.0
Luis Scola,scolalu01,NBA,2007-08,South America,Argentina,Buenos Aires,16,,,,25.0
Andrew Bogut,bogutan01,NBA,2013-14,Oceania,Australia,Melbourne,16,,,,15.0
Rony Seikaly,seikaro01,NBA,1992-93,Asia,Lebanon,Beirut,16,,,,86.0
Hakeem Olajuwon,olajuha01,NBA,1998-99,Africa,Nigeria,Lagos,16,,,,10.0
Steven Adams,adamsst01,NBA,2019-20,Oceania,New Zealand,Rotorua,16,,,,13.0
Steven Adams,adamsst01,NBA,2016-17,Oceania,New Zealand,Rotorua,16,,,,13.0
Marcin Gortat,gortama01,NBA,2010-11,Europe,Poland,Lodz,16,,,,68.0
Enes Freedom,kanteen01,NBA,2014-15,Europe,Switzerland,Zurich,16,,,,37.0
Rudy Gobert,goberru01,NBA,2015-16,Europe,France,Saint-Quentin,16,,,,22.0
Pau Gasol,gasolpa01,NBA,2016-17,Europe,Spain,Barcelona,16,,,,22.0
Ersan İlyasova,ilyaser01,NBA,2011-12,Asia,Türkiye,Eskisehir,16,,,,70.0
Luol Deng,denglu01,NBA,2015-16,Africa,South Sudan,Wau,16,,,,13.0
Marc Gasol,gasolma01,NBA,2008-09,Europe,Spain,Barcelona,16,,,,22.0
Nikola Vučević,vucevni01,NBA,2019-20,Europe,Switzerland,Morges,16,,,,37.0
Franz Wagner,wagnefr01,NBA,2023-24,Europe,Germany,Berlin,16,,,,37.0
Šarūnas Marčiulionis,marcisa01,NBA,1991-92,Europe,Lithuania,Kaunas,16,,,,68.0
Luol Deng,denglu01,NBA,2012-13,Africa,South Sudan,Wau,66,,,,13.0
Danilo Gallinari,gallida01,NBA,2015-16,Europe,Italy,Sant'Angelo Lodigiano,16,,,,23.0
Luis Scola,scolalu01,NBA,2009-10,South America,Argentina,Buenos Aires,16,,,,25.0
Danilo Gallinari,gallida01,NBA,2019-20,Europe,Italy,Sant'Angelo Lodigiano,16,,,,23.0
Nikola Vučević,vucevni01,NBA,2020-21,Europe,Switzerland,Morges,66,,,,37.0
Shawn Bradley,bradlsh01,NBA,2000-01,Europe,Germany,Landstuhl,16,,,,37.0
Clint Capela,capelca01,NBA,2023-24,Europe,Switzerland,Geneva,16,,,,37.0
Al Horford,horfoal01,NBA,2016-17,North America,Dominican Republic,Puerto Plata,16,,,,17.0
José Calderón,caldejo01,NBA,2013-14,Europe,Spain,Villanueva de la Serena,16,,,,22.0
Al Horford,horfoal01,NBA,2022-23,North America,Dominican Republic,Puerto Plata,16,,,,17.0
Brandon Clarke,clarkbr01,NBA,2021-22,North America,Canada,Vancouver,16,,,,1.0
James Donaldson,donalja01,NBA,1987-88,Europe,United Kingdom,Heacham,65,,,,6.0
Deandre Ayton,aytonde01,NBA,2022-23,North America,Bahamas,Nassau,15,,,,2.0
Serge Ibaka,ibakase01,NBA,2011-12,Africa,Congo Republic,Brazzaville,15,,,,27.0
Al Horford,horfoal01,NBA,2023-24,North America,Dominican Republic,Puerto Plata,15,,,,17.0
Giannis Antetokounmpo,antetgi01,NBA,2014-15,Europe,Greece,Athens,15,,,,69.0
Boris Diaw,diawbo01,NBA,2009-10,Europe,France,Cormeilles-en-Parisis,15,,,,22.0
Wally Szczerbiak,szczewa02,NBA,1999-00,Europe,Spain,Madrid,15,,,,22.0
Joel Embiid,embiijo01,NBA,2017-18,Africa,Cameroon,Yaounde,65,,,,11.0
Rony Seikaly,seikaro01,NBA,1991-92,Asia,Lebanon,Beirut,15,,,,86.0
Ian Mahinmi,mahinia01,NBA,2015-16,Europe,France,Rouen,15,,,,22.0
Samuel Dalembert,dalemsa01,NBA,2006-07,North America,Haiti,Port-Au-Prince,15,,,,78.0
Lauri Markkanen,markkla01,NBA,2023-24,Europe,Finland,Vantaa,15,,,,23.0
Vlade Divac,divacvl01,NBA,1995-96,Europe,Serbia,Prijepolje,15,,,,69.0
Steve Kerr,kerrst01,NBA,1993-94,Asia,Lebanon,Beirut,15,,,,86.0
Rik Smits,smitsri01,NBA,1997-98,Europe,Netherlands,Eindhoven,65,,,,22.0
Shai Gilgeous-Alexander,gilgesh01,NBA,2019-20,North America,Canada,Toronto,15,,,,0.0
Nenê,hilarne01,NBA,2003-04,South America,Brazil,Sao Carlos,15,,,,24.0
Ricky Rubio,rubiori01,NBA,2016-17,Europe,Spain,El Masnou,15,,,,22.0
Serge Ibaka,ibakase01,NBA,2018-19,Africa,Congo Republic,Brazzaville,15,,,,27.0
Rudy Fernández,fernaru01,NBA,2008-09,Europe,Spain,Palma de Mallorca,15,,,,22.0
Fabricio Oberto,obertfa01,NBA,2007-08,South America,Argentina,Las Varillas,15,,,,25.0
Chris Boucher,bouchch01,NBA,2020-21,North America,St. Lucia,Castries,15,,,,4.0
Danilo Gallinari,gallida01,NBA,2010-11,Europe,Italy,Sant'Angelo Lodigiano,15,,,,23.0
Zydrunas Ilgauskas,ilgauzy01,NBA,2007-08,Europe,Lithuania,Kaunas,15,,,,68.0
Mychal Thompson,thompmy01,NBA,1984-85,North America,Bahamas,Nassau,15,,,,2.0
Joe Ingles,inglejo01,NBA,2018-19,Oceania,Australia,Adelaide,15,,,,16.0
Zaza Pachulia,pachuza01,NBA,2015-16,Asia,Georgia,Tbilisi,15,,,,71.0
Joel Embiid,embiijo01,NBA,2019-20,Africa,Cameroon,Yaounde,65,,,,11.0
Andrei Kirilenko,kirilan01,NBA,2012-13,Europe,Russia,Izhevsk,15,,,,70.0
Ben Simmons,simmobe01,NBA,2020-21,Oceania,Australia,Melbourne,65,,,,15.0
Pau Gasol,gasolpa01,NBA,2017-18,Europe,Spain,Barcelona,15,,,,22.0
Marc Gasol,gasolma01,NBA,2018-19,Europe,Spain,Barcelona,15,,,,22.0
Andrei Kirilenko,kirilan01,NBA,2009-10,Europe,Russia,Izhevsk,15,,,,70.0
Chris Boucher,bouchch01,NBA,2021-22,North America,St. Lucia,Castries,15,,,,4.0
Jakob Poeltl,poeltja01,NBA,2022-23,Europe,Austria,Vienna,15,,,,38.0
Carlos Boozer,boozeca01,NBA,2002-03,Europe,Germany,Aschaffenburg,15,,,,37.0
Clint Capela,capelca01,NBA,2016-17,Europe,Switzerland,Geneva,15,,,,37.0
Dino Radja,radjadi01,NBA,1993-94,Europe,Croatia,Split,15,,,,68.0
Vlade Divac,divacvl01,NBA,1997-98,Europe,Serbia,Prijepolje,15,,,,69.0
Tim Duncan,duncati01,NBA,2011-12,North America,United States Virgin Islands,St. Croix,15,,,,3.0
Jamal Murray,murraja01,NBA,2023-24,North America,Canada,Kitchener,15,,,,0.0
Buddy Hield,hieldbu01,NBA,2018-19,North America,Bahamas,Freeport,15,,,,2.0
Mehmet Okur,okurme01,NBA,2003-04,Asia,Türkiye,Yalova,15,,,,70.0
Marco Belinelli,belinma01,NBA,2013-14,Europe,Italy,San Giovanni in Persiceto,15,,,,23.0
Bismack Biyombo,biyombi01,NBA,2015-16,Africa,DR Congo,Lubumbashi,15,,,,59.0
Steve Nash,nashst01,NBA,2011-12,Africa,South Africa,Johannesburg,65,,,,16.0
Steve Kerr,kerrst01,NBA,1994-95,Asia,Lebanon,Beirut,15,,,,86.0
Luol Deng,denglu01,NBA,2009-10,Africa,South Sudan,Wau,15,,,,13.0
Ricky Rubio,rubiori01,NBA,2013-14,Europe,Spain,El Masnou,15,,,,22.0
Nikola Peković,pekovni01,NBA,2013-14,Europe,Montenegro,Bijelo Polje,15,,,,84.0
Tony Parker,parketo01,NBA,2013-14,Europe,Belgium,Bruges,65,,,,22.0
Gorgui Dieng,dienggo01,NBA,2015-16,Africa,Senegal,Kebemer,15,,,,22.0
Enes Freedom,kanteen01,NBA,2016-17,Europe,Switzerland,Zurich,15,,,,37.0
Tony Parker,parketo01,NBA,2015-16,Europe,Belgium,Bruges,15,,,,22.0
Carlos Boozer,boozeca01,NBA,2010-11,Europe,Germany,Aschaffenburg,15,,,,37.0
Luol Deng,denglu01,NBA,2011-12,Africa,South Sudan,Wau,65,,,,13.0
Deandre Ayton,aytonde01,NBA,2018-19,North America,Bahamas,Nassau,15,,,,2.0
Jonas Valančiūnas,valanjo01,NBA,2022-23,Europe,Lithuania,Utena,15,,,,68.0
Arvydas Sabonis,sabonar01,NBA,1998-99,Europe,Lithuania,Kaunas,15,,,,68.0
Dominique Wilkins,wilkido01,NBA,1982-83,Europe,France,Paris,15,,,,22.0
Detlef Schrempf,schrede01,NBA,1998-99,Europe,Germany,Leverkusen,15,,,,37.0
Raja Bell,bellra01,NBA,2006-07,North America,United States Virgin Islands,St. Croix,15,,,,3.0
Nicolas Batum,batumni01,NBA,2012-13,Europe,France,Lisieux,15,,,,22.0
James Donaldson,donalja01,NBA,1983-84,Europe,United Kingdom,Heacham,15,,,,6.0
Ersan İlyasova,ilyaser01,NBA,2009-10,Asia,Türkiye,Eskisehir,15,,,,70.0
Ricky Rubio,rubiori01,NBA,2015-16,Europe,Spain,El Masnou,15,,,,22.0
Jusuf Nurkić,nurkiju01,NBA,2023-24,Europe,Bosnia and Herzegovina,Tuzla,15,,,,68.0
OG Anunoby,anunoog01,NBA,2019-20,Europe,United Kingdom,London,15,,,,6.0
Tristan Thompson,thomptr01,NBA,2013-14,North America,Canada,Toronto,15,,,,0.0
James Donaldson,donalja01,NBA,1985-86,Europe,United Kingdom,Heacham,15,,,,6.0
Goran Dragić,dragigo01,NBA,2012-13,Europe,Slovenia,Ljubljana,15,,,,68.0
Carlos Boozer,boozeca01,NBA,2012-13,Europe,Germany,Aschaffenburg,15,,,,37.0
Jamaal Magloire,magloja01,NBA,2001-02,North America,Canada,Toronto,15,,,,0.0
Jakob Poeltl,poeltja01,NBA,2020-21,Europe,Austria,Vienna,15,,,,38.0
Manu Ginóbili,ginobma01,NBA,2013-14,South America,Argentina,Bahia Blanca,15,,,,26.0
Evan Fournier,fournev01,NBA,2015-16,Europe,France,Saint-Maurice,15,,,,22.0
Nikola Mirotić,mirotni01,NBA,2014-15,Europe,Montenegro,Podgorica,15,,,,84.0
Rolando Blackman,blackro01,NBA,1982-83,North America,Panama,Panama City,15,,,,19.0
Nikola Vučević,vucevni01,NBA,2012-13,Europe,Switzerland,Morges,15,,,,37.0
Gorgui Dieng,dienggo01,NBA,2016-17,Africa,Senegal,Kebemer,15,,,,22.0
Kiki Vandeweghe,vandeki01,NBA,1990-91,Europe,Germany,Wiesbaden,15,,,,37.0
Rolando Blackman,blackro01,NBA,1988-89,North America,Panama,Panama City,15,,,,19.0
Timofey Mozgov,mozgoti01,NBA,2014-15,Europe,Russia,St. Petersburg,15,,,,68.0
Mehmet Okur,okurme01,NBA,2009-10,Asia,Türkiye,Yalova,14,,,,70.0
Danilo Gallinari,gallida01,NBA,2009-10,Europe,Italy,Sant'Angelo Lodigiano,14,,,,23.0
Marc Gasol,gasolma01,NBA,2013-14,Europe,Spain,Barcelona,14,,,,22.0
Vlade Divac,divacvl01,NBA,1992-93,Europe,Serbia,Prijepolje,14,,,,69.0
Serge Ibaka,ibakase01,NBA,2014-15,Africa,Congo Republic,Brazzaville,14,,,,27.0
Todd MacCulloch,maccuto01,NBA,2001-02,North America,Canada,Winnipeg,14,,,,2.0
Jakob Poeltl,poeltja01,NBA,2017-18,Europe,Austria,Vienna,14,,,,38.0
James Donaldson,donalja01,NBA,1981-82,Europe,United Kingdom,Heacham,14,,,,6.0
Zydrunas Ilgauskas,ilgauzy01,NBA,2008-09,Europe,Lithuania,Kaunas,14,,,,68.0
Kristaps Porziņģis,porzikr01,NBA,2021-22,Europe,Latvia,Liepaja,14,,,,68.0
Patty Mills,millspa02,NBA,2013-14,Oceania,Australia,Canberra,14,,,,15.0
Moritz Wagner,wagnemo01,NBA,2023-24,Europe,Germany,Berlin,14,,,,37.0
Andrei Kirilenko,kirilan01,NBA,2004-05,Europe,Russia,Izhevsk,14,,,,70.0
Andrew Bogut,bogutan01,NBA,2005-06,Oceania,Australia,Melbourne,14,,,,15.0
Swen Nater,natersw01,NBA,1978-79,Europe,Netherlands,Den Helder,14,,,,22.0
Ömer Aşık,asikom01,NBA,2012-13,Asia,Türkiye,Bursa,14,,,,70.0
Luis Scola,scolalu01,NBA,2010-11,South America,Argentina,Buenos Aires,14,,,,25.0
Jamal Murray,murraja01,NBA,2017-18,North America,Canada,Kitchener,14,,,,0.0
Beno Udrih,udrihbe01,NBA,2009-10,Europe,Slovenia,Celje,14,,,,68.0
Leandro Barbosa,barbole01,NBA,2007-08,South America,Brazil,Sao Paulo,14,,,,24.0
Kelly Olynyk,olynyke01,NBA,2017-18,North America,Canada,Toronto,14,,,,0.0
Rolando Blackman,blackro01,NBA,1990-91,North America,Panama,Panama City,14,,,,19.0
Serge Ibaka,ibakase01,NBA,2015-16,Africa,Congo Republic,Brazzaville,14,,,,27.0
Al Horford,horfoal01,NBA,2007-08,North America,Dominican Republic,Puerto Plata,14,,,,17.0
Nikola Vučević,vucevni01,NBA,2023-24,Europe,Switzerland,Morges,14,,,,37.0
José Calderón,caldejo01,NBA,2006-07,Europe,Spain,Villanueva de la Serena,14,,,,22.0
Enes Freedom,kanteen01,NBA,2018-19,Europe,Switzerland,Zurich,14,,,,37.0
Andrew Bogut,bogutan01,NBA,2015-16,Oceania,Australia,Melbourne,14,,,,15.0
Pascal Siakam,siakapa01,NBA,2019-20,Africa,Cameroon,Douala,64,,,,11.0
Nenad Krstić,krstine01,NBA,2005-06,Europe,Serbia,Kraljevo,14,,,,69.0
Anderson Varejão,varejan01,NBA,2013-14,South America,Brazil,Santa Teresa,14,,,,24.0
Bojan Bogdanović,bogdabo02,NBA,2017-18,Europe,Bosnia and Herzegovina,Mostar,14,,,,68.0
Andris Biedriņš,biedran01,NBA,2008-09,Europe,Latvia,Riga,14,,,,68.0
Al Horford,horfoal01,NBA,2019-20,North America,Dominican Republic,Puerto Plata,14,,,,17.0
Mychal Thompson,thompmy01,NBA,1982-83,North America,Bahamas,Nassau,14,,,,2.0
Andrew Bogut,bogutan01,NBA,2010-11,Oceania,Australia,Melbourne,14,,,,15.0
Franz Wagner,wagnefr01,NBA,2022-23,Europe,Germany,Berlin,14,,,,37.0
Luol Deng,denglu01,NBA,2014-15,Africa,South Sudan,Wau,14,,,,13.0
Nemanja Bjelica,bjeline01,NBA,2019-20,Europe,Serbia,Belgrade,14,,,,69.0
Gheorghe Mureșan,muresgh01,NBA,1996-97,Europe,Romania,Triteni,14,,,,24.0
Mychal Thompson,thompmy01,NBA,1980-81,North America,Bahamas,Nassau,14,,,,2.0
Olden Polynice,polynol01,NBA,1995-96,North America,Haiti,Port-au-Prince,14,,,,78.0
Kyrie Irving,irvinky01,NBA,2012-13,Oceania,Australia,Melbourne,64,,,,15.0
Vlade Divac,divacvl01,NBA,2003-04,Europe,Serbia,Prijepolje,14,,,,69.0
Nenê,hilarne01,NBA,2006-07,South America,Brazil,Sao Carlos,14,,,,24.0
Rick Fox,foxri01,NBA,1997-98,North America,Canada,Toronto,14,,,,0.0
Goran Dragić,dragigo01,NBA,2017-18,Europe,Slovenia,Ljubljana,64,,,,68.0
Ricky Rubio,rubiori01,NBA,2017-18,Europe,Spain,El Masnou,14,,,,22.0
Andrew Bogut,bogutan01,NBA,2014-15,Oceania,Australia,Melbourne,14,,,,15.0
Mychal Thompson,thompmy01,NBA,1988-89,North America,Bahamas,Nassau,14,,,,2.0
Tom Meschery,meschto01,NBA,1965-66,Asia,China,Harbin Manchuria,14,,,,75.0
Bojan Bogdanović,bogdabo02,NBA,2021-22,Europe,Bosnia and Herzegovina,Mostar,14,,,,68.0
Rasho Nesterović,nestera01,NBA,2002-03,Europe,Slovenia,Ljubljana,14,,,,68.0
Tristan Thompson,thomptr01,NBA,2012-13,North America,Canada,Toronto,14,,,,0.0
Tim Duncan,duncati01,NBA,2015-16,North America,United States Virgin Islands,St. Croix,14,,,,3.0
Samuel Dalembert,dalemsa01,NBA,2009-10,North America,Haiti,Port-Au-Prince,14,,,,78.0
Kristaps Porziņģis,porzikr01,NBA,2019-20,Europe,Latvia,Liepaja,14,,,,68.0
Bojan Bogdanović,bogdabo02,NBA,2020-21,Europe,Bosnia and Herzegovina,Mostar,14,,,,68.0
Alperen Sengun,sengual01,NBA,2022-23,Asia,Türkiye,Giresun,14,,,,70.0
Rick Fox,foxri01,NBA,1996-97,North America,Canada,Toronto,14,,,,0.0
Dan Gadzuric,gadzuda01,NBA,2004-05,Europe,Netherlands,Den Haag,14,,,,22.0
Vlade Divac,divacvl01,NBA,1998-99,Europe,Serbia,Prijepolje,14,,,,69.0
Hedo Türkoğlu,turkohe01,NBA,2001-02,Asia,Türkiye,Istanbul,14,,,,70.0
Nicolas Batum,batumni01,NBA,2014-15,Europe,France,Lisieux,14,,,,22.0
Dikembe Mutombo,mutomdi01,NBA,2006-07,Africa,DR Congo,Kinshasa,14,,,,57.0
Nikola Vučević,vucevni01,NBA,2015-16,Europe,Switzerland,Morges,14,,,,37.0
Detlef Schrempf,schrede01,NBA,1999-00,Europe,Germany,Leverkusen,14,,,,37.0
Wally Szczerbiak,szczewa02,NBA,2002-03,Europe,Spain,Madrid,14,,,,22.0
Olden Polynice,polynol01,NBA,1990-91,North America,Haiti,Port-au-Prince,14,,,,78.0
Jamal Murray,murraja01,NBA,2022-23,North America,Canada,Kitchener,13,,,,0.0
Rick Fox,foxri01,NBA,1995-96,North America,Canada,Toronto,13,,,,0.0
James Donaldson,donalja01,NBA,1982-83,Europe,United Kingdom,Heacham,13,,,,6.0
Jakob Poeltl,poeltja01,NBA,2018-19,Europe,Austria,Vienna,13,,,,38.0
Nick Richards,richani01,NBA,2023-24,North America,Jamaica,Kingston,13,,,,3.0
Jamal Murray,murraja01,NBA,2018-19,North America,Canada,Kitchener,13,,,,0.0
