Player,Player-additional,League,Season,Home Continent,Home Country,Home City,Overall Value,Offensive Performance,Defensive Performance,Measurables,Migration Difficulty
Andrea Bargnani,bargnan01,NBA,2006-07,Europe,Italy,Rome,8,,,,23.0
Nikola Jović,jovicni01,NBA,2023-24,Europe,United Kingdom,Leicester,8,,,,6.0
Anderson Varejão,varejan01,NBA,2014-15,South America,Brazil,Santa Teresa,8,,,,24.0
Marko Jarić,jaricma01,NBA,2002-03,Europe,Serbia,Belgrade,8,,,,69.0
Joel Embiid,embiijo01,NBA,2016-17,Africa,Cameroon,Yaounde,8,,,,11.0
Adonal Foyle,foylead01,NBA,1999-00,North America,St. Vincent and the Grenadines,Canouan,8,,,,4.0
Leandro Barbosa,barbole01,NBA,2003-04,South America,Brazil,Sao Paulo,8,,,,24.0
Chris Anstey,anstech01,NBA,1999-00,Oceania,Australia,Melbourne,8,,,,15.0
Cheick Diallo,diallch01,NBA,2017-18,Africa,Mali,Kayes,8,,,,23.0
Daniel Theis,theisda01,NBA,2021-22,Europe,Germany,Salzgitter,8,,,,37.0
Gordan Giriček,giricgo01,NBA,2006-07,Europe,Croatia,Zagreb,8,,,,68.0
J.J. Barea,bareajo01,NBA,2012-13,North America,Puerto Rico,Mayaguez,8,,,,3.0
Darko Miličić,milicda01,NBA,2008-09,Europe,Serbia,Novi Sad,8,,,,68.0
Cedi Osman,osmande01,NBA,2023-24,Europe,North Macedonia,Ohrid,8,,,,69.0
Shawn Bradley,bradlsh01,NBA,2004-05,Europe,Germany,Landstuhl,8,,,,37.0
Felipe López,lopezfe01,NBA,2000-01,North America,Dominican Republic,Santo Domingo,8,,,,18.0
Vladimir Radmanović,radmavl01,NBA,2008-09,Europe,Bosnia and Herzegovina,Trebinje,8,,,,69.0
Buddy Hield,hieldbu01,NBA,2021-22,North America,Bahamas,Freeport,8,,,,2.0
Bismack Biyombo,biyombi01,NBA,2022-23,Africa,DR Congo,Lubumbashi,8,,,,59.0
Goga Bitadze,bitadgo01,NBA,2021-22,Asia,Georgia,Sagarejo,8,,,,71.0
Nikola Vučević,vucevni01,NBA,2011-12,Europe,Switzerland,Morges,8,,,,37.0
Steve Kerr,kerrst01,NBA,2001-02,Asia,Lebanon,Beirut,8,,,,86.0
Vlade Divac,divacvl01,NBA,1991-92,Europe,Serbia,Prijepolje,8,,,,69.0
Leandro Barbosa,barbole01,NBA,2004-05,South America,Brazil,Sao Paulo,8,,,,24.0
Dan Gadzuric,gadzuda01,NBA,2008-09,Europe,Netherlands,Den Haag,8,,,,22.0
Usman Garuba,garubus01,NBA,2022-23,Europe,Spain,Azuqueca de Henares,8,,,,22.0
Gordan Giriček,giricgo01,NBA,2004-05,Europe,Croatia,Zagreb,8,,,,68.0
Rui Hachimura,hachiru01,NBA,2022-23,Asia,Japan,Toyama,8,,,,85.0
Juancho Hernangómez,hernaju01,NBA,2016-17,Europe,Spain,Madrid,8,,,,22.0
Thabo Sefolosha,sefolth01,NBA,2011-12,Europe,Switzerland,Vevey,8,,,,37.0
Francisco Elson,elsonfr01,NBA,2008-09,Europe,Netherlands,Rotterdam,8,,,,22.0
Luc Longley,longllu01,NBA,1994-95,Oceania,Australia,Melbourne,8,,,,15.0
José Calderón,caldejo01,NBA,2017-18,Europe,Spain,Villanueva de la Serena,8,,,,22.0
Rui Hachimura,hachiru01,NBA,2019-20,Asia,Japan,Toyama,8,,,,85.0
Khem Birch,birchkh01,NBA,2017-18,North America,Canada,Montreal,8,,,,0.0
Raul Neto,netora01,NBA,2015-16,South America,Brazil,Belo Horizonte,8,,,,24.0
Cory Joseph,josepco01,NBA,2022-23,North America,Canada,Toronto,8,,,,0.0
Neemias Queta,quetane01,NBA,2023-24,Europe,Portugal,Lisbon,8,,,,21.0
Bismack Biyombo,biyombi01,NBA,2021-22,Africa,DR Congo,Lubumbashi,8,,,,59.0
Ian Mahinmi,mahinia01,NBA,2010-11,Europe,France,Rouen,8,,,,22.0
Stanislav Medvedenko,medvest01,NBA,2001-02,Europe,Ukraine,Karapyshi,8,,,,69.0
Willy Hernangómez,hernawi01,NBA,2017-18,Europe,Spain,Madrid,8,,,,22.0
Rick Fox,foxri01,NBA,1998-99,North America,Canada,Toronto,8,,,,0.0
Luc Longley,longllu01,NBA,1998-99,Oceania,Australia,Melbourne,8,,,,15.0
Sasha Vujačić,vujacsa01,NBA,2006-07,Europe,Slovenia,Maribor,8,,,,68.0
Oshae Brissett,brissos01,NBA,2020-21,North America,Canada,Toronto,8,,,,0.0
Nicolò Melli,mellini01,NBA,2019-20,Europe,Italy,Reggio Emilia,8,,,,23.0
Francisco Elson,elsonfr01,NBA,2003-04,Europe,Netherlands,Rotterdam,8,,,,22.0
Isaac Bonga,bongais01,NBA,2019-20,Europe,Germany,Neuwied,8,,,,37.0
Boban Marjanović,marjabo01,NBA,2019-20,Europe,Serbia,Zajecar,8,,,,69.0
Francisco García,garcifr01,NBA,2013-14,North America,Dominican Republic,Santo Domingo,8,,,,18.0
Bennedict Mathurin,mathube01,NBA,2022-23,North America,Canada,Montreal,8,,,,0.0
Raja Bell,bellra01,NBA,2010-11,North America,United States Virgin Islands,St. Croix,8,,,,3.0
Cristiano Felício,feliccr01,NBA,2017-18,South America,Brazil,Pouso Alegre,8,,,,24.0
Chris Boucher,bouchch01,NBA,2023-24,North America,St. Lucia,Castries,8,,,,4.0
Andrew Bogut,bogutan01,NBA,2012-13,Oceania,Australia,Melbourne,8,,,,15.0
Tiago Splitter,splitti01,NBA,2015-16,South America,Brazil,Joinville,8,,,,24.0
Vlatko Čančar,cancavl01,NBA,2022-23,Europe,Slovenia,Koper,8,,,,68.0
Christian Koloko,kolokch01,NBA,2022-23,Africa,Cameroon,Douala,8,,,,11.0
Sergio Rodríguez,rodrise01,NBA,2008-09,Europe,Spain,Tenerife,8,,,,21.0
Peja Stojaković,stojape01,NBA,1998-99,Europe,Croatia,Slavonska Pozega,8,,,,68.0
Joel Anthony,anthojo01,NBA,2008-09,North America,Canada,Montreal,8,,,,0.0
Vladimir Stepania,stepavl01,NBA,2001-02,,,,8,,,,
Enes Freedom,kanteen01,NBA,2011-12,Europe,Switzerland,Zurich,8,,,,37.0
Moritz Wagner,wagnemo01,NBA,2019-20,Europe,Germany,Berlin,8,,,,37.0
Oshae Brissett,brissos01,NBA,2023-24,North America,Canada,Toronto,8,,,,0.0
Leandro Barbosa,barbole01,NBA,2011-12,South America,Brazil,Sao Paulo,8,,,,24.0
Darius Songaila,songada01,NBA,2007-08,Europe,Lithuania,Marijampole,8,,,,68.0
Boban Marjanović,marjabo01,NBA,2016-17,Europe,Serbia,Zajecar,8,,,,69.0
Mike Flynn,flynnmi01,NBA,1976-77,Africa,Morocco,Casablanca,8,,,,82.0
John Brown,brownjo01,NBA,1976-77,Europe,Germany,Frankfurt,8,,,,37.0
Ömer Aşık,asikom01,NBA,2015-16,Asia,Türkiye,Bursa,8,,,,70.0
Jan Veselý,veselja01,NBA,2011-12,Europe,Czechia,Ostrava,8,,,,68.0
Boštjan Nachbar,nachbbo01,NBA,2004-05,Europe,Slovenia,Slovenj Gradec,8,,,,68.0
Timothé Luwawu-Cabarrot,luwawti01,NBA,2019-20,Europe,France,Cannes,8,,,,23.0
John Brown,brownjo01,NBA,1978-79,Europe,Germany,Frankfurt,8,,,,37.0
Sasha Pavlović,pavloal01,NBA,2008-09,Europe,Montenegro,Bar,8,,,,84.0
Kevin Séraphin,serapke01,NBA,2014-15,South America,French Guiana,Cayenne,8,,,,20.0
Kornél Dávid,davidko01,NBA,1998-99,,,,8,,,,
Dario Šarić,saricda01,NBA,2020-21,Europe,Croatia,Sibenik,8,,,,68.0
Ben Gordon,gordobe01,NBA,2011-12,Europe,United Kingdom,London,8,,,,6.0
Andrew Nicholson,nichoan01,NBA,2012-13,North America,Canada,Mississauga,8,,,,0.0
Raja Bell,bellra01,NBA,2002-03,North America,United States Virgin Islands,St. Croix,8,,,,3.0
Fabricio Oberto,obertfa01,NBA,2008-09,South America,Argentina,Las Varillas,8,,,,25.0
Manute Bol,bolma01,NBA,1988-89,Africa,South Sudan,Gogrial,8,,,,12.0
Jiří Welsch,welscji01,NBA,2004-05,Europe,Czechia,Pardubice,8,,,,68.0
Carlos Arroyo,arroyca01,NBA,2010-11,North America,Puerto Rico,Fajardo,8,,,,3.0
Festus Ezeli,ezelife01,NBA,2014-15,Africa,Nigeria,Benin City,8,,,,10.0
Dario Šarić,saricda01,NBA,2022-23,Europe,Croatia,Sibenik,8,,,,68.0
Zaza Pachulia,pachuza01,NBA,2013-14,Asia,Georgia,Tbilisi,8,,,,71.0
Johan Petro,petrojo01,NBA,2006-07,Europe,France,Paris,8,,,,22.0
Nenad Krstić,krstine01,NBA,2008-09,Europe,Serbia,Kraljevo,8,,,,69.0
Ben Gordon,gordobe01,NBA,2010-11,Europe,United Kingdom,London,8,,,,6.0
Todd MacCulloch,maccuto01,NBA,1999-00,North America,Canada,Winnipeg,8,,,,2.0
Kelly Olynyk,olynyke01,NBA,2021-22,North America,Canada,Toronto,7,,,,0.0
Al Horford,horfoal01,NBA,2020-21,North America,Dominican Republic,Puerto Plata,7,,,,17.0
Bol Bol,bolbo01,NBA,2023-24,Africa,Sudan,Khartoum,7,,,,12.0
Francisco García,garcifr01,NBA,2005-06,North America,Dominican Republic,Santo Domingo,7,,,,18.0
Goran Dragić,dragigo01,NBA,2018-19,Europe,Slovenia,Ljubljana,7,,,,68.0
Willy Hernangómez,hernawi01,NBA,2022-23,Europe,Spain,Madrid,7,,,,22.0
Lucas Nogueira,noguelu01,NBA,2017-18,South America,Brazil,Sao Goncalo,7,,,,24.0
Wally Szczerbiak,szczewa02,NBA,2003-04,Europe,Spain,Madrid,7,,,,22.0
Ersan İlyasova,ilyaser01,NBA,2013-14,Asia,Türkiye,Eskisehir,7,,,,70.0
Peja Stojaković,stojape01,NBA,2010-11,Europe,Croatia,Slavonska Pozega,7,,,,68.0
Jakob Poeltl,poeltja01,NBA,2016-17,Europe,Austria,Vienna,7,,,,38.0
Tristan Thompson,thomptr01,NBA,2021-22,North America,Canada,Toronto,7,,,,0.0
Anthony Randolph,randoan01,NBA,2008-09,Europe,Germany,Wurzbach,7,,,,37.0
Gordan Giriček,giricgo01,NBA,2002-03,Europe,Croatia,Zagreb,7,,,,68.0
Eduardo Nájera,najered01,NBA,2004-05,North America,Mexico,Meoqui,7,,,,17.0
Vladimir Radmanović,radmavl01,NBA,2011-12,Europe,Bosnia and Herzegovina,Trebinje,7,,,,69.0
Andris Biedriņš,biedran01,NBA,2009-10,Europe,Latvia,Riga,7,,,,68.0
T.J. Leaf,leaftj01,NBA,2018-19,Asia,Israel,Tel Aviv,7,,,,71.0
Ernie Grunfeld,grunfer01,NBA,1983-84,Europe,Romania,Satu-Mare,7,,,,24.0
Dillon Brooks,brookdi01,NBA,2021-22,North America,Canada,Mississauga,7,,,,0.0
Rodions Kurucs,kurucro01,NBA,2018-19,Europe,Latvia,Cesis,7,,,,68.0
Cedi Osman,osmande01,NBA,2019-20,Europe,North Macedonia,Ohrid,7,,,,69.0
Jusuf Nurkić,nurkiju01,NBA,2014-15,Europe,Bosnia and Herzegovina,Tuzla,7,,,,68.0
Svi Mykhailiuk,mykhasv01,NBA,2019-20,Europe,Ukraine,Cherkasy,7,,,,69.0
Pascal Siakam,siakapa01,NBA,2016-17,Africa,Cameroon,Douala,7,,,,11.0
Predrag Drobnjak,drobnpr01,NBA,2001-02,Europe,Montenegro,Bijelo Polje,7,,,,84.0
Francisco Elson,elsonfr01,NBA,2004-05,Europe,Netherlands,Rotterdam,7,,,,22.0
Andrew Nicholson,nichoan01,NBA,2015-16,North America,Canada,Mississauga,7,,,,0.0
Jan Veselý,veselja01,NBA,2013-14,Europe,Czechia,Ostrava,7,,,,68.0
Michael Olowokandi,olowomi01,NBA,2001-02,Africa,Nigeria,Lagos,7,,,,10.0
Steve Kerr,kerrst01,NBA,1998-99,Asia,Lebanon,Beirut,7,,,,86.0
Joel Freeland,freeljo01,NBA,2014-15,Europe,United Kingdom,Farnham,7,,,,6.0
Hakeem Olajuwon,olajuha01,NBA,1999-00,Africa,Nigeria,Lagos,7,,,,10.0
Wally Szczerbiak,szczewa02,NBA,2006-07,Europe,Spain,Madrid,7,,,,22.0
Luc Mbah a Moute,mbahalu01,NBA,2015-16,Africa,Cameroon,Yaounde,7,,,,11.0
Olden Polynice,polynol01,NBA,1987-88,North America,Haiti,Port-au-Prince,7,,,,78.0
Dillon Brooks,brookdi01,NBA,2022-23,North America,Canada,Mississauga,7,,,,0.0
Thon Maker,makerth01,NBA,2019-20,Africa,South Sudan,Wau,7,,,,13.0
Marko Jarić,jaricma01,NBA,2003-04,Europe,Serbia,Belgrade,7,,,,69.0
Yuta Watanabe,watanyu01,NBA,2020-21,Asia,Japan,Yokohama,7,,,,85.0
Marko Jarić,jaricma01,NBA,2006-07,Europe,Serbia,Belgrade,7,,,,69.0
Festus Ezeli,ezelife01,NBA,2012-13,Africa,Nigeria,Benin City,7,,,,10.0
Rasho Nesterović,nestera01,NBA,2000-01,Europe,Slovenia,Ljubljana,7,,,,68.0
Ronny Turiaf,turiaro01,NBA,2013-14,North America,Martinique,Le Robert,7,,,,18.0
Joffrey Lauvergne,lauvejo01,NBA,2016-17,Europe,France,Mulhouse,7,,,,22.0
Vitaly Potapenko,potapvi01,NBA,1997-98,Europe,Ukraine,Kiev,7,,,,69.0
Mickaël Gelabale,gelabmi01,NBA,2012-13,North America,Guadeloupe,Pointe Noire,7,,,,18.0
Anthony Randolph,randoan01,NBA,2009-10,Europe,Germany,Wurzbach,7,,,,37.0
Pero Antić,anticpe01,NBA,2014-15,Europe,North Macedonia,Skopje,7,,,,69.0
Raul Neto,netora01,NBA,2021-22,South America,Brazil,Belo Horizonte,7,,,,24.0
Toni Kukoč,kukocto01,NBA,2004-05,Europe,Croatia,Split,7,,,,68.0
Wang Zhizhi,zhizhwa01,NBA,2001-02,Asia,China,Beijing,7,,,,86.0
Andrea Bargnani,bargnan01,NBA,2013-14,Europe,Italy,Rome,7,,,,23.0
Thabo Sefolosha,sefolth01,NBA,2007-08,Europe,Switzerland,Vevey,7,,,,37.0
Caleb Houstan,houstca01,NBA,2023-24,North America,Canada,Mississauga,7,,,,0.0
Goga Bitadze,bitadgo01,NBA,2020-21,Asia,Georgia,Sagarejo,7,,,,71.0
Boban Marjanović,marjabo01,NBA,2017-18,Europe,Serbia,Zajecar,7,,,,69.0
Bruno Caboclo,cabocbr01,NBA,2018-19,South America,Brazil,Osasco,7,,,,24.0
Olden Polynice,polynol01,NBA,1988-89,North America,Haiti,Port-au-Prince,7,,,,78.0
Leandro Barbosa,barbole01,NBA,2010-11,South America,Brazil,Sao Paulo,7,,,,24.0
Raul Neto,netora01,NBA,2022-23,South America,Brazil,Belo Horizonte,7,,,,24.0
Patty Mills,millspa02,NBA,2012-13,Oceania,Australia,Canberra,7,,,,15.0
Jock Landale,landajo01,NBA,2021-22,Oceania,Australia,E Malvern,7,,,,15.0
Olden Polynice,polynol01,NBA,1997-98,North America,Haiti,Port-au-Prince,7,,,,78.0
Pablo Prigioni,prigipa01,NBA,2015-16,South America,Argentina,Rio Tercero,7,,,,25.0
Donté Greene,greendo01,NBA,2009-10,Europe,Germany,Munich,7,,,,38.0
Mickaël Piétrus,pietrmi01,NBA,2003-04,North America,Guadeloupe,Les Abymes,7,,,,18.0
Linas Kleiza,kleizli01,NBA,2011-12,Europe,Lithuania,Kaunas,7,,,,68.0
Thabo Sefolosha,sefolth01,NBA,2018-19,Europe,Switzerland,Vevey,7,,,,37.0
Bruno Fernando,fernabr01,NBA,2023-24,Africa,Angola,Luanda,7,,,,27.0
Jérôme Moïso,moisoje01,NBA,2002-03,Europe,France,Paris,7,,,,22.0
Cedi Osman,osmande01,NBA,2018-19,Europe,North Macedonia,Ohrid,7,,,,69.0
Steve Kerr,kerrst01,NBA,2000-01,Asia,Lebanon,Beirut,7,,,,86.0
Sasha Danilović,danilsa01,NBA,1995-96,Europe,Bosnia and Herzegovina,Sarajevo,7,,,,68.0
Nemanja Bjelica,bjeline01,NBA,2016-17,Europe,Serbia,Belgrade,7,,,,69.0
Thon Maker,makerth01,NBA,2017-18,Africa,South Sudan,Wau,7,,,,13.0
Patty Mills,millspa02,NBA,2014-15,Oceania,Australia,Canberra,7,,,,15.0
Pero Antić,anticpe01,NBA,2013-14,Europe,North Macedonia,Skopje,7,,,,69.0
Tariq Abdul-Wahad,abdulta01,NBA,1998-99,Europe,France,Maisons Alfort,7,,,,22.0
Maxi Kleber,klebima01,NBA,2023-24,Europe,Germany,Wurzburg,7,,,,37.0
Tony Parker,parketo01,NBA,2017-18,Europe,Belgium,Bruges,7,,,,22.0
Bennedict Mathurin,mathube01,NBA,2023-24,North America,Canada,Montreal,7,,,,0.0
Ernie Grunfeld,grunfer01,NBA,1977-78,Europe,Romania,Satu-Mare,7,,,,24.0
Alexander Volkov,volkoal01,NBA,1989-90,Europe,Russia,Omsk,7,,,,71.0
Rui Hachimura,hachiru01,NBA,2021-22,Asia,Japan,Toyama,7,,,,85.0
Sasha Vujačić,vujacsa01,NBA,2009-10,Europe,Slovenia,Maribor,7,,,,68.0
Nik Stauskas,stausni01,NBA,2016-17,North America,Canada,Mississauga,7,,,,0.0
Jonas Jerebko,jerebjo01,NBA,2013-14,Europe,Sweden,Kinna,7,,,,22.0
Ian Mahinmi,mahinia01,NBA,2016-17,Europe,France,Rouen,7,,,,22.0
Semih Erden,erdense01,NBA,2010-11,Asia,Türkiye,Istanbul,7,,,,70.0
Ronny Turiaf,turiaro01,NBA,2009-10,North America,Martinique,Le Robert,7,,,,18.0
Jonah Bolden,boldejo01,NBA,2018-19,Oceania,Australia,Melbourne,7,,,,15.0
Nenê,hilarne01,NBA,2018-19,South America,Brazil,Sao Carlos,7,,,,24.0
Joel Freeland,freeljo01,NBA,2013-14,Europe,United Kingdom,Farnham,7,,,,6.0
Skal Labissière,labissk01,NBA,2019-20,North America,Haiti,Port-au-Prince,7,,,,78.0
Ian Mahinmi,mahinia01,NBA,2019-20,Europe,France,Rouen,7,,,,22.0
DeSagana Diop,diopde01,NBA,2008-09,Africa,Senegal,Dakar,7,,,,22.0
Martin Müürsepp,muursma01,NBA,1997-98,Europe,Estonia,Tallinn,7,,,,68.0
Bismack Biyombo,biyombi01,NBA,2012-13,Africa,DR Congo,Lubumbashi,7,,,,59.0
Andrea Bargnani,bargnan01,NBA,2007-08,Europe,Italy,Rome,7,,,,23.0
Skal Labissière,labissk01,NBA,2017-18,North America,Haiti,Port-au-Prince,7,,,,78.0
Marcin Gortat,gortama01,NBA,2018-19,Europe,Poland,Lodz,7,,,,68.0
Raül López,lopezra01,NBA,2003-04,Europe,Spain,Vic,7,,,,22.0
Cristiano Felício,feliccr01,NBA,2018-19,South America,Brazil,Pouso Alegre,7,,,,24.0
Patrick Ewing,ewingpa01,NBA,2001-02,North America,Jamaica,Kingston,7,,,,3.0
Luguentz Dort,dortlu01,NBA,2021-22,North America,Canada,Montreal,7,,,,0.0
Enes Freedom,kanteen01,NBA,2021-22,Europe,Switzerland,Zurich,7,,,,37.0
Dillon Brooks,brookdi01,NBA,2020-21,North America,Canada,Mississauga,7,,,,0.0
Beno Udrih,udrihbe01,NBA,2011-12,Europe,Slovenia,Celje,7,,,,68.0
Miloš Teodosić,teodomi01,NBA,2017-18,Europe,Serbia,Valjevo,7,,,,69.0
Furkan Aldemir,aldemfu01,NBA,2014-15,Asia,Türkiye,Konak,7,,,,70.0
James Donaldson,donalja01,NBA,1991-92,Europe,United Kingdom,Heacham,7,,,,6.0
Tristan Thompson,thomptr01,NBA,2023-24,North America,Canada,Toronto,7,,,,0.0
Donatas Motiejūnas,motiedo01,NBA,2013-14,Europe,Lithuania,Kaunas,7,,,,68.0
Juan Carlos Navarro,navarju01,NBA,2007-08,Europe,Spain,Sant Feliu de Llobregat,7,,,,22.0
Pétur Guðmundsson,gudmupe01,NBA,1987-88,Europe,Iceland,Reykjavik,7,,,,65.0
Evan Fournier,fournev01,NBA,2013-14,Europe,France,Saint-Maurice,7,,,,22.0
Jamal Murray,murraja01,NBA,2016-17,North America,Canada,Kitchener,7,,,,0.0
Željko Rebrača,rebraze01,NBA,2002-03,Europe,Serbia,Apatin,7,,,,68.0
Nando De Colo,decolna01,NBA,2012-13,Europe,France,Sainte-Catherine-les-Arras,7,,,,22.0
Steve Kerr,kerrst01,NBA,1990-91,Asia,Lebanon,Beirut,7,,,,86.0
Abdel Nader,naderab01,NBA,2019-20,Africa,Egypt,Alexandria,7,,,,86.0
Alex Len,lenal01,NBA,2015-16,Europe,Ukraine,Antratsit,7,,,,60.0
Goga Bitadze,bitadgo01,NBA,2022-23,Asia,Georgia,Sagarejo,7,,,,71.0
Andrés Nocioni,nocioan01,NBA,2009-10,South America,Argentina,Santa Fe,7,,,,24.0
Goran Dragić,dragigo01,NBA,2020-21,Europe,Slovenia,Ljubljana,7,,,,68.0
Manute Bol,bolma01,NBA,1990-91,Africa,South Sudan,Gogrial,7,,,,12.0
Damjan Rudež,rudezda01,NBA,2014-15,Europe,Croatia,Zagreb,7,,,,68.0
Joffrey Lauvergne,lauvejo01,NBA,2017-18,Europe,France,Mulhouse,7,,,,22.0
Beno Udrih,udrihbe01,NBA,2005-06,Europe,Slovenia,Celje,7,,,,68.0
Thon Maker,makerth01,NBA,2016-17,Africa,South Sudan,Wau,7,,,,13.0
Jake Tsakalidis,tsakaja01,NBA,2000-01,Asia,Georgia,Rustavi,7,,,,71.0
Beno Udrih,udrihbe01,NBA,2016-17,Europe,Slovenia,Celje,7,,,,68.0
Dyson Daniels,daniedy01,NBA,2022-23,Oceania,Australia,Bendigo,7,,,,15.0
Cheick Diallo,diallch01,NBA,2019-20,Africa,Mali,Kayes,7,,,,23.0
Wallace Bryant,bryanwa01,NBA,1984-85,Europe,Spain,Madrid,7,,,,22.0
Jamaal Magloire,magloja01,NBA,2008-09,North America,Canada,Toronto,7,,,,0.0
Precious Achiuwa,achiupr01,NBA,2020-21,Africa,Nigeria,Port Harcourt,7,,,,11.0
Maxi Kleber,klebima01,NBA,2022-23,Europe,Germany,Wurzburg,7,,,,37.0
Al Horford,horfoal01,NBA,2011-12,North America,Dominican Republic,Puerto Plata,7,,,,17.0
Andris Biedriņš,biedran01,NBA,2011-12,Europe,Latvia,Riga,7,,,,68.0
Mickaël Gelabale,gelabmi01,NBA,2006-07,North America,Guadeloupe,Pointe Noire,7,,,,18.0
Charles Bassey,bassech01,NBA,2022-23,Africa,Nigeria,Lagos,7,,,,10.0
Luc Longley,longllu01,NBA,1999-00,Oceania,Australia,Melbourne,7,,,,15.0
Carlos Arroyo,arroyca01,NBA,2004-05,North America,Puerto Rico,Fajardo,7,,,,3.0
J.J. Barea,bareajo01,NBA,2016-17,North America,Puerto Rico,Mayaguez,7,,,,3.0
Viktor Khryapa,khryavi01,NBA,2005-06,Europe,Ukraine,Kiev,7,,,,69.0
Ricky Rubio,rubiori01,NBA,2021-22,Europe,Spain,El Masnou,7,,,,22.0
David Andersen,anderda03,NBA,2009-10,Oceania,Australia,Melbourne,7,,,,15.0
Andrés Nocioni,nocioan01,NBA,2010-11,South America,Argentina,Santa Fe,7,,,,24.0
Salah Mejri,mejrisa01,NBA,2015-16,Africa,Tunisia,Jendouba,7,,,,23.0
Danilo Gallinari,gallida01,NBA,2023-24,Europe,Italy,Sant'Angelo Lodigiano,7,,,,23.0
Omri Casspi,casspom01,NBA,2018-19,Asia,Israel,Holon,7,,,,71.0
Darius Songaila,songada01,NBA,2009-10,Europe,Lithuania,Marijampole,7,,,,68.0
Yi Jianlian,jianlyi01,NBA,2009-10,Asia,China,He Shan,7,,,,87.0
Adonal Foyle,foylead01,NBA,2007-08,North America,St. Vincent and the Grenadines,Canouan,7,,,,4.0
Chris Silva,silvach01,NBA,2019-20,Africa,Gabon,Libreville,7,,,,26.0
Alex Len,lenal01,NBA,2023-24,Europe,Ukraine,Antratsit,7,,,,60.0
Buddy Hield,hieldbu01,NBA,2016-17,North America,Bahamas,Freeport,7,,,,2.0
Gheorghe Mureșan,muresgh01,NBA,1993-94,Europe,Romania,Triteni,7,,,,24.0
Mickaël Piétrus,pietrmi01,NBA,2010-11,North America,Guadeloupe,Les Abymes,7,,,,18.0
Josh Okogie,okogijo01,NBA,2020-21,Africa,Nigeria,Lagos,7,,,,10.0
Francisco García,garcifr01,NBA,2012-13,North America,Dominican Republic,Santo Domingo,7,,,,18.0
Skal Labissière,labissk01,NBA,2016-17,North America,Haiti,Port-au-Prince,7,,,,78.0
Andrei Kirilenko,kirilan01,NBA,2013-14,Europe,Russia,Izhevsk,7,,,,70.0
Žarko Čabarkapa,cabarza01,NBA,2004-05,Europe,Serbia,Zrenjanin,7,,,,69.0
Bill Wennington,wennibi01,NBA,1988-89,North America,Canada,Montreal,7,,,,0.0
Jerome Jordan,jordaje01,NBA,2014-15,North America,Jamaica,Kingston,7,,,,3.0
Andris Biedriņš,biedran01,NBA,2004-05,Europe,Latvia,Riga,7,,,,68.0
Jeff Taylor,tayloje03,NBA,2012-13,Europe,Sweden,Norrkoping,7,,,,22.0
Bill Wennington,wennibi01,NBA,1989-90,North America,Canada,Montreal,7,,,,0.0
Moritz Wagner,wagnemo01,NBA,2020-21,Europe,Germany,Berlin,7,,,,37.0
Beno Udrih,udrihbe01,NBA,2008-09,Europe,Slovenia,Celje,7,,,,68.0
Andrew Nembhard,nembhan01,NBA,2022-23,North America,Canada,Aurora,7,,,,0.0
Danilo Gallinari,gallida01,NBA,2017-18,Europe,Italy,Sant'Angelo Lodigiano,7,,,,23.0
Josh Okogie,okogijo01,NBA,2018-19,Africa,Nigeria,Lagos,7,,,,10.0
Omri Casspi,casspom01,NBA,2011-12,Asia,Israel,Holon,7,,,,71.0
Rudy Fernández,fernaru01,NBA,2011-12,Europe,Spain,Palma de Mallorca,7,,,,22.0
Swen Nater,natersw01,NBA,1983-84,Europe,Netherlands,Den Helder,7,,,,22.0
Adonal Foyle,foylead01,NBA,2001-02,North America,St. Vincent and the Grenadines,Canouan,7,,,,4.0
Furkan Korkmaz,korkmfu01,NBA,2021-22,Asia,Türkiye,Istanbul,7,,,,70.0
Giannis Antetokounmpo,antetgi01,NBA,2013-14,Europe,Greece,Athens,7,,,,69.0
Deni Avdija,avdijde01,NBA,2020-21,Asia,Israel,Beit Zera,7,,,,71.0
Michael Olowokandi,olowomi01,NBA,2004-05,Africa,Nigeria,Lagos,7,,,,10.0
Matthew Dellavedova,dellama01,NBA,2016-17,Oceania,Australia,Maryborough,7,,,,14.0
Mickaël Piétrus,pietrmi01,NBA,2011-12,North America,Guadeloupe,Les Abymes,7,,,,18.0
Joel Anthony,anthojo01,NBA,2014-15,North America,Canada,Montreal,7,,,,0.0
Mychal Mulder,muldemy01,NBA,2020-21,North America,Canada,Etobicoke,7,,,,0.0
Gorgui Dieng,dienggo01,NBA,2021-22,Africa,Senegal,Kebemer,7,,,,22.0
J.J. Barea,bareajo01,NBA,2011-12,North America,Puerto Rico,Mayaguez,7,,,,3.0
Dillon Brooks,brookdi01,NBA,2017-18,North America,Canada,Mississauga,7,,,,0.0
Linas Kleiza,kleizli01,NBA,2005-06,Europe,Lithuania,Kaunas,7,,,,68.0
Dan Gadzuric,gadzuda01,NBA,2002-03,Europe,Netherlands,Den Haag,7,,,,22.0
Frido Frey,freyfr01,NBA,1946-47,,,,7,,,,
Dillon Brooks,brookdi01,NBA,2019-20,North America,Canada,Mississauga,7,,,,0.0
Dante Exum,exumda01,NBA,2016-17,Oceania,Australia,Melbourne,7,,,,15.0
Hedo Türkoğlu,turkohe01,NBA,2014-15,Asia,Türkiye,Istanbul,7,,,,70.0
